Issue ID,Subject,Project,Subtasks,Subtasks ID,Stage
10024,Загрузка вложений для карточек ТМЦ,SAP22030_NOKT_01 Нокиан  ,,,
10023,ТУРБО ERP 10.5.1 (web)- АВС, Релизы ТУРБО,,,
10022,TOROAll#0222. Добавить фильтр при выборе заказа в документах прихода и возврата от поставщика,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10021,ТУРБО ERP 10.5.1 (web)- План покупок, Релизы ТУРБО,,,
10020,ТУРБО ERP 10.5.1 (web)- Отображение, Релизы ТУРБО,,,
10019,ТУРБО ERP 10.5.1 (web)- План продаж, Релизы ТУРБО,,,
10018,ТУРБО ERP 10.5.1 (web)- Сделка со статусом заявки, Релизы ТУРБО,,,
10017,ТУРБО ERP 10.5.1 (web)- Получение оплаты от покупателя, Релизы ТУРБО,,,
10016,ТУРБО ERP 10.5.1 (web)- Отгрузка ТМЦ покупателю, Релизы ТУРБО,,,
10015,ТУРБО ERP 10.5.1 (web)- Закупка ТМЦ для комитента (принципиала), Релизы ТУРБО,,,
10014,ТУРБО ERP 10.5.1 TOPO, Релизы ТУРБО,,,
10013,ТУРБО ERP 10.5.1 (web)- Сделка продажи по договору по комиссии , Релизы ТУРБО,,,
10012,ТУРБО ERP 10.5.1 (web)- Приход от поставщика по сделке со статусом заявки, Релизы ТУРБО,,,
10011,ТУРБО ERP 10.5.1 (web)- Приход от поставщика по сделке со статусом заявки, Релизы ТУРБО,,,
10010,ТУРБО ERP 10.5.1 (web)- Распределение услуг, Релизы ТУРБО,,,
10009,"ТУРБО: Цепочка SAP -> ТУРБО в части создания документа ""Списание ТМЦ"" из MIGO",SAP22012_KONS_07 Интеграция SAP -ТУРБО,,,
10008,ТУРБО: Цепочка SAP->ТУРБО в части создания и изменения материалов,SAP22012_KONS_07 Интеграция SAP -ТУРБО,,,
10007,10.51 ЕРП. Договора. Вопрос по аналитике., Релизы ТУРБО,,,
10006,СМ 7000391602 (2000103007)  ZISU_BANK_MSK - столбец Иск,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10005,TOROAll#0222. В заказе на закупку система запрещает добавлять одну и ту же ТМЦ несколько раз,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10004,TOROAll#0215. При формировании РЗ в недельном плане не во все строки подтягивается информация о родительском рабочем задании.,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10003,ТУРБО ТОРО 10.51 Автотранспорт, Релизы ТУРБО,,,
10002,ТУРБО ERP 10.5.1 - Зарплата и кадры, Релизы ТУРБО,,,
10001,Отчет по заявкам на закупку,ТУРБО Закупки,,,
10000,"TOROAll#0216. При создании документов прихода и возврата под ролью ""Кладовщик"" выскакивает ошибка, что недостаточно прав",SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
9999,655746: Ошибка в Idoc,NIS Сербия SAP23006_NPS_01  ,,,
9998,"TOROAll#0217. Добавить иконку ""Возврат ТМЦ на склад"" в ролевое меню кладовщика",SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
9997,Необходимо добавить отчет в ролевой центр Закупки,ТУРБО Закупки,,,
9996,CR 636289/636158 /CO -Транзакция Zco_mpps_export,NIS Сербия SAP23006_NPS_01  ,,,
9995,Документирование по проекту,ТУРБО Закупки,,,
9994,Неверно отрабатывает проверка на внесение прошлым периодом финансовых данных,СудДеп,,,
9993,"SAP: Цепочка SAP -> ТУРБО в части создания документа ""Списание ТМЦ"" из MIGO",SAP22012_KONS_07 Интеграция SAP -ТУРБО,,,
9992,SAP: Цепочка SAP->ТУРБО в части создания и изменения материалов,SAP22012_KONS_07 Интеграция SAP -ТУРБО,,,
9991,Сервис снятия признака просмотра полного реестра ОН,СудДеп,,,
9990,Заявка на закупку смешанная - групповой ввод,ТУРБО Закупки,,,
9989,Отчет по заявкам на закупкам,ТУРБО Закупки,,,
9988,Казначейство 10.51., Релизы ТУРБО,,,
9987,При подборе в плане закупок слетело объединение позиций,ТУРБО Закупки,,,
9986,ТУРБО ERP 10.51- Алгоритм работы нумератора, Релизы ТУРБО,,,
9985,10.51 Юр_сопровождение веб-версия, Релизы ТУРБО,,,
9984,"Добавить значение в список ""Документ основание"" в документах  ""Внутренние документы""",Федеральное Казначейство,,,
9983,В печатной форме Паспорт объекта имущества не отображаются данные о правообладателях,Федеральное Казначейство,,,
9982,в web не работает печать и выгрузка отчетов в Управление договорами, Релизы ТУРБО,"Реализовать возможность печати и экспорта отчета ""Отчет по поставкам/отгрузкам товаров/услуг"" проект Управление договорами, Реализовать возможность печати и экспорта отчета ""Отчет по договорам (сводный)"" проект Управление договорами, Реализовать возможность печати и экспорта отчета ""Отчет по количеству заключенных/расторгнутых договоров"" проект Управление договорами, Реализовать возможность печати и экспорта отчета ""Отчет по срокам договоров"" проект Управление договорами, Реализовать возможность печати и экспорта отчета ""Отчет об исполнении договоров"" проект Управление договорами, Реализовать возможность печати и экспорта отчета ""Отчет по ПИР (сводный)"" проект Управление договорами, Реализовать возможность печати и экспорта отчета ""Календарь юриста"" проект Управление договорами, Реализовать возможность печати и экспорта отчета ""Отчет по ПИР (расширенный)"" проект Управление договорами","10149, 10150, 10151, 10152, 10153, 10154, 10155, 10156",
9981,ТУРБО ERP 10.5.1 - Отчеты УЦП, Релизы ТУРБО,,,
9980,не корректная работа нумератора в каточках ТС и ЕО,Федеральное Казначейство,,,
9979,Разработка пульта управления,SAP22030_NOKT_01 Нокиан  ,,,
9978,ТУРБО ERP 10.5.1 - АВС классификация контрагентов, Релизы ТУРБО,,,
9977,ТУРБО ERP 10.5.1 - План покупок и исполнение плана покупок, Релизы ТУРБО,,,
9976,"Справочник ЦФО, открываемый из сделки и прихода от поставщика",ТУРБО Закупки,,,
9975,Сделка/сервис по заявкам на закупку,ТУРБО Закупки,,,
9974,ТУРБО ERP 10.5.1 - Исполнение плана продаж, Релизы ТУРБО,,,
9973,ТУРБО ERP 10.5.1 - Средняя цена плана продаж, Релизы ТУРБО,,,
9972,Запрос предложений - тестирование,ТУРБО Закупки,,,
9971,Ошибка при удалении предложения поставщиков,ТУРБО Закупки,,,
9970,ТУРБО ERP 10.5.1 - Возврат ТМЦ от покупателя, Релизы ТУРБО,,,
9969,ТУРБО ERP 10.5.1 - Наценки и скидки, Релизы ТУРБО,,,
9968,ТУРБО ERP 10.5.1 - Получение оплаты от покупателя, Релизы ТУРБО,,,
9967,ТУРБО ERP 10.5.1 - Отгрузка покупателю , Релизы ТУРБО,,,
9966,ТУРБО ERP 10.5.1 - Закупка ТМЦ для комитента, Релизы ТУРБО,,,
9965,Отчет по исполнению договоров закупки,ТУРБО Закупки,,,
9964,ТУРБО ERP 10.5.1 - Разукомплектация, Релизы ТУРБО,,,
9963,"Очеты, параметр период",ТУРБО Закупки,,,
9962,ТУРБО ERP 10.5.1 - Пересортица по инвентаризации, Релизы ТУРБО,,,
9961,ТУРБО ERP 10.5.1 - Приход от поставщика по предоплате, Релизы ТУРБО,,,
9960,Отдельный инсталлятор для ТурбоХ (v10.5.1) Торо от 02.02.2023, Релизы ТУРБО,,,
9959,Ошибка значений для выбора поля Степень использования в панели фильтра,СудДеп,,,
9958,Сводный отчет по ЗП, SAP22004_KONS_03 Заработная плата и кадры,,,
9957,Интгерация с БК Факт,ТУРБО Закупки,,,
9956,Необходимо осуществлять пересчет по позициям при подборе,ТУРБО Закупки,,,
9955,ТУРБО ERP 10.5.1 - Заполнение полей карточки нашего предприятия, Релизы ТУРБО,,,
9954,Ошибка ТУРБО ТОРО 10.51, Релизы ТУРБО,,,
9953,Релизы Турбо 10.5.1, Релизы ТУРБО,,,
9952,Релизы Турбо 10.5.1, Релизы ТУРБО,,,
9951,Наследование поля Contract из договора покупки в сделку и приход от поставщика,ТУРБО Закупки,,,
9950,Формирование выплат по документу Расчет ЗП., SAP22004_KONS_03 Заработная плата и кадры,,,
9949,Ошибка в Графике работ, SAP22004_KONS_03 Заработная плата и кадры,,,
9948,Карточка договора ЮрСопровожд,ТУРБО Закупки,,,
9947,Требуется разработать сервис создания карточки Объекта обслуживания из карточки Объекта недвижимости,СудДеп,Разработать пакетник на создание карточек Объектов обслуживания,10027,
9946,"Изменение карточки ""Модель""",СудДеп,,,
9945,"2000087544, НЕ ВЫПОЛНЕНЫ РАБОТЫ ПО ТТ РМ",SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9944,Отдельный инсталлятор для ТурбоХ (v10.5.1)  Имущественный комплекс  от 01.02.2023, Релизы ТУРБО,,,
9943,Ошибка подсвечивания в отчете Анализ цен поставщиков,ТУРБО Закупки,,,
9942,Отчет по состояниям запросов предложений,ТУРБО Закупки,,,
9941,"Тестирование модуля ""Атотранспорт""", Релизы ТУРБО,,,
9940,Отчет по исполнению договоров покупки,ТУРБО Закупки,,,
9939,Необходимо добавить проверки при создании Договора покупки (УЦП),ТУРБО Закупки,,,
9938,"Сделать настройку видимости по умолчанию в справочнике ""Реестр объектов обслуживания""",СудДеп,,,
9937,Не могу создать договор УЦП,ТУРБО Закупки,,,
9936,Отчет по заявкам на закупку,ТУРБО Закупки,,,
9935,Отчет по состояниям запросов предложений,ТУРБО Закупки,,,
9934,Разработать пакетник на создание карточек Технических мест,СудДеп,,,
9933,"Требуется сделать плоским справочник ""Реестр объектов обслуживания""",СудДеп,,,
9932,Релизы ТУРБО. Демо Недвижимость 10.51, Релизы ТУРБО,,,
9931,В отчете по заявкам на закупку не отображаются знаки после запятой,ТУРБО Закупки,,,
9930,В отчете по позициям плана закупок неверно считаются остатки и закрытые суммы для услуг,ТУРБО Закупки,,,
9929,Релизы ТУРБО Демо_Недвижимость 10.51, Релизы ТУРБО,,,
9928,10.51 Демо_Недвижимость , Релизы ТУРБО,,,
9927,10.51 Демо_Недвижимость, Релизы ТУРБО,,,
9926,СМ 7000390403 (2000102572) Выгрузка данных ДП по Книге продаж 12.2022,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9925,Запрос предложений - тестирование,ТУРБО Закупки,,,
9924,План закупок - тестирование,ТУРБО Закупки,,,
9923,"Необходимо реализовать проверку на изменение документа, если он уже открыт у другого сотрудника",ТУРБО Закупки,,,
9922,Запрос предложений - тестирование,ТУРБО Закупки,,,
9921,Сальдо и НЗОДЗ за 08.2022-11.2022  при закрытии 12.2022,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9920,ТУРБО ERP 10.5.1 - Комплектация, Релизы ТУРБО,,,
9919,ТУРБО ERP 10.5.1 - Пересортица по инвентаризации, Релизы ТУРБО,,,
9918,Перенос Спец.одежды., Релизы ТУРБО,,,
9917,ТУРБО ERP 10.5.1 - Перемещение ТМЦ, Релизы ТУРБО,,,
9916,ТУРБО ERP 10.5.1 - Приход от поставщика по сделке со статусом заявки, Релизы ТУРБО,,,
9915,ТУРБО ERP 10.5.1 - Приход от поставщика по сделке со статусом заявки, Релизы ТУРБО,,,
9914,2000101836 - Y_MD1_69000104 - Окно расчетов с потребителями (юр.лица) - дата СФ в Остатках доработка,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9913,ТУРБО ERP 10.5.1 - Приход от поставщика по сделке со статусом заявки, Релизы ТУРБО,,,
9912,INC000000568024 Устранить ошибку в работе ПО АРМ Весовщика,РусАгро - Тех.поддержка,,,
9911,ТУРБО ERP 10.5.1 - Минимальный запас, Релизы ТУРБО,,,
9910,Имущественный комплекс 10.5.1. Нумератор, Релизы ТУРБО,,,
9909, INC000000546245 АРМ весовщика,РусАгро - Тех.поддержка,,,
9908,История изменения состояний ОО и ОН,СудДеп,,,
9907,"Изменение карточки ""Объект обслуживание""",СудДеп,,,
9906,Ошибки WEB ТУРБО ТОРО 10.51, Релизы ТУРБО,,,
9905,"Изменить текст ошибки при заполненном поле ""Тип заявки""",СудДеп,,,
9904,Нумератор 10.51 (сетевая версия), Релизы ТУРБО,,,
9903,Исправить ошибку на сервере,СудДеп,,,
9902,"Изменения картотеки ""Реестр объектов обслуживания""",СудДеп,,,
9901,СМ 7000390041 (2000102427) ZISU_CHECKS_REPORT Нет чеков ФЛ по проводке 6201.А-6201 с примечание Предварит. зачет - закрытие '-' деб задолженности,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9900,Веб-версия ПримерERP , Релизы ТУРБО,,,
9899,ТУРБО ERP 10.5 (web) - Заполнение ABC-классификации поставщиков, Релизы ТУРБО,,,
9898,ТУРБО ERP 10.5 (web) - Предоплата, Релизы ТУРБО,,,
9897,ТУРБО ERP 10.5 (web) - Отгрузка (одновременная оплата) ТМЦ покупателям, Релизы ТУРБО,,,
9896,ТУРБО ERP 10.5 (web) - Основание возврата оплаты поставщиком, Релизы ТУРБО,,,
9895,ТУРБО ERP 10.5 (web) - Распределение услуг, Релизы ТУРБО,,,
9894,ТУРБО ERP 10.5 (web) - Приход по сделке со статусом заявки, Релизы ТУРБО,,,
9893,ТУРБО ERP 10.5 (web) - Прайс-листы продажи, Релизы ТУРБО,,,
9892,ТУРБО ERP 10.5 (web) - Функционал комплектации/разукомплектации, Релизы ТУРБО,,,
9891,ТУРБО ERP 10.5 (web) - Формирование документа пересортицы, Релизы ТУРБО,,,
9890,Турбо ЕРП  10.5 ( сетевая версия) Заявка на оплату ( касса), Релизы ТУРБО,,,
9889,ТУРБО ERP 10.5 (web) - Добавление ячеистого склада и настройки учетной политики, Релизы ТУРБО,,,
9888,Имущественный комплекс 10.5.1. Веб-версия, Релизы ТУРБО,,,
9887,Сохранение настроек фильтрации картотеки для Панели фильтра,Федеральное Казначейство,,,
9886,"Турбо ЕРП  10.5 ( сетевая версия) Документ ""Начисление % на фин. активы""", Релизы ТУРБО,,,
9885,Турбо ЕРП  10.5 ( сетевая версия) Выгрузка в банк ПП, Релизы ТУРБО,,,
9884,ZISU_SELL_BOOK_2013 - Книга продаж 2013 за 11.2022  - НДС и дата АСФ,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9883,Турбо ERP10.5, Релизы ТУРБО,,,
9882,"в отчете Реестр имущества переделать показатели численности, балансовой стоимости.",Федеральное Казначейство,,,
9881,Имущественный комплекс 10.5.1. Уведомления, Релизы ТУРБО,,,
9880,SH-318 Постановка на учет систем навигации,РусАгро - ЗНИ,,,
9879,"Отключить иерархию в картотеках ""Объекты недвижимости"", ""Договоры""",СудДеп,,,
9878,В документе эксплуатации запретить выбор объектов жилой недвижимости,СудДеп,,,
9877,"TOROAll#0160. Замечания по отчету ""Отчет по ярлыкам""",SAP22030_NOKT_01 Нокиан  ,,,
9876,Задвоение данных в ZISU_BUY_BOOK_2013 - Книга покупок 2013 11.22 при выгрузке в январе 2023.,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9875,В карточке Заявки на обслуживание скрыть лишние параметры/функции,СудДеп,"Изменить текст ошибки при заполненном поле ""Тип заявки""",9905,
9874,"""Имущественный комплекс 10.5.1"" ", Релизы ТУРБО,,,
9873,"Тестирование ТУРБО Недвижимость 10.5.1, блок Атотранспорт - Ведение Путевого листа", Релизы ТУРБО,,,
9872,СМ 7000389696  В ZISU_SELL_BOOK_2013 - Книга продаж 2013 за 12.2022 не отражены проводки C7609.0201Ю-C6202.0202,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9871,ФЗИ2205 Доработать программу ZCM_NEW_BOBJ_WIZARD для транзакций ZMS0 и ZSR0,SAP22019_MOEK_43 Обновление модуля «Сбыт для теплоэнергетики» корпоративной информационной системы ПАО «МОЭК» на базе программного обеспечения SAP IS-U,,,
9870,СМ 	7000389572 (2000102259) ZISU_BUH_SPRAV_OPOZN - бух справка (опознание),SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9869,Тестирование ТУРБО УЦП 10.5 - Отгрузка ТМЦ покупателю, Релизы ТУРБО,,,
9868,Тестирование ТУРБО УЦП 10.5 - Возврат оплаты от поставщика, Релизы ТУРБО,,,
9867,Тестирование ТУРБО УЦП 10.5 - Возврат ТМЦ поставщику, Релизы ТУРБО,,,
9866,"Ошибка в ZISU_SELL_BOOK_2013 - Книга продаж 2013 за 12.2022 - ""лишнии"" проводки ЗЗПП  ",SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9865,"Ошибка в ZISU_SELL_BOOK_2013 - Книга продаж 2013  за 12.2022 -""лишняя"" СФ на + и -",SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9864,Доработка ZISU_51_ACNT_FL_2015 - 8.15 Ведомость (Управдом) - оплата текущего периода зачтена ЗА,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9863,"Релизы ТУРБО ""Имущественный комплекс 10.5.1""", Релизы ТУРБО,,,
9862,"TOROAll#0129 Списание/выдача ТМЦ из РЗ. Разрешить оформление складских документов во всех РЗ, кроме РЗ со статусом CAN, CLOSED",SAP22030_NOKT_01 Нокиан  ,,,
9861,Перенести поля блока Численность в проект ФК,Федеральное Казначейство,,,
9860,Заявки на работу SR. Ошибка при переводе статуса NEW--CANCEL,SAP22030_NOKT_01 Нокиан  ,,,
9859,TOROAll#0114 Ошибка при формировании отчета Shift Maintenance,SAP22030_NOKT_01 Нокиан  ,,,
9858,Интеграция УЦП с Управление договорами,ТУРБО Закупки,,,
9857,Ошибка ТУРБО ТОРО 10.51, Релизы ТУРБО,,,
9856,Ошибка ТУРБО ТОРО 10.51, Релизы ТУРБО,,,
9855,СМ 7000389314 (2000102181) задвоение досылки по ККС 4069073  в периоде 12.2022,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9854,Ошибка ТУРБО ТОРО 10.51, Релизы ТУРБО,,,
9853,СМ 	7000389287 (2000102169) ZISU_SALDO_FL - Бух Справка 12.2022 - расчет Сальдо,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9852,Ошибка в сальдо ZISU_VED2_51_2015 за 12.2022,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9851,Ошибка ТУРБО ТОРО 10.51, Релизы ТУРБО,,,
9850,Изменить начальное значение нумератора РЗ на VS1384175,SAP22030_NOKT_01 Нокиан  ,,,
9849,TOROAll#0108 Необходимо добавить возможность оформлять выдачу ТМЦ со склада под РЗ в статусе WMATL,SAP22030_NOKT_01 Нокиан  ,,,
9848,"TOROAll#0103 Отчет ""Складские транзакции"". исправить орфографическую ошибку в названии столбца",SAP22030_NOKT_01 Нокиан  ,,,
9847,Доработка режимов распределения платежей с учетом нового параметра разнесение - «Оплата по Соглашениям»,Доработки 2204 и 2205,,,
9846,Доработка нового параметра разнесение - «Оплата по Соглашениям»,Доработки 2204 и 2205,,,
9845,Согласование в Запросе предложений,ТУРБО Закупки,,,
9844,Согласование в Плане закупок,ТУРБО Закупки,,,
9843,В доп.соглашении к договору разрешить ввод нулевых значений объема и сумм,СудДеп,,,
9842,Ошибки ТУРБО Управление договорами 10.5 - первичное тестирование, Релизы ТУРБО,,,
9841,"Разработка решения ""Интеграция с ПО системы управления производством GT.",SAP22030_NOKT_01 Нокиан  ,,,
9840,Поле Статус в карточке ОН сделать периодическим,СудДеп,,,
9839,Изменить проверку на ввод финансовых данных прошлым периодом,СудДеп,,,
9838,Изменить настройку ограничения на внесение данных прошлым периодом для финансовых данных,СудДеп,,,
9837,Нельзя сразу после создания перейти в Договор из Предложения поставщика,ТУРБО Закупки,,,
9836,Доработка карточки Договора(Biz) для реализации интеграции с УЦП и Бюджет. контролем,ТУРБО Закупки,,,
9835,Исправить ошибку при настройке шаблона согласования,СудДеп,,,
9834,Релизы ТУРБО Закупки 10.51, Релизы ТУРБО,,,
9833,INC000000540874 Белгород (БЕ 3100). 0020 РАИ Семенной ток (Малотроицкое),РусАгро - Тех.поддержка,,,
9832,Ошибки УЦП в сборке 10.5 v3, Релизы ТУРБО,,,
9831,O273_4_OptiMaReceiptToFusionPS_Приход от поставщика,SAP22030_NOKT_01 Нокиан  ,,,
9830,SHA-64 и SHFIN-173 Изменения в ТАПах,РусАгро - Тех.поддержка,,,
9829,Добавить на панель фильтра поля для поиска ОИ автотранспорт,Федеральное Казначейство,,,
9828," БюдРелизы ТУРБО ""Имущественный комплекс 10.5.1"". Бюджетный контроль.", Релизы ТУРБО,,,
9827,Алгоритм Z_PREDV_ZACH_6201_V3 - Предварительный зачет авансов С6201*  - критерий Не останавливаться на ошибках,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9826,Не установлен иерархический вид по умолчанию,СудДеп,,,
9825,SHLOG-21 АРМ Весовщика проверка документа с весом указанным вручную,РусАгро - ЗНИ,,,
9824,ZISU_SV_PROV2 - Свод проводок 2  за 12.2022 - начисления по ККС 11024918,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9823,Ошибки сальдо в 12.2022,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9822,Отчет по приемкам работ,СудДеп,,,
9821,Сервис автоматического проставления признаков в роли пользователя,СудДеп,,,
9820,РЕЕСТР ТП СМ 7000388686  (2000101986)  ZISU_APP 5.45 Отчет по АПП - чекбокс «Муниципальный район»,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9819,Автоматический выбор Технологической карты в Заявке на обслуживание,СудДеп,,,
9818,Ошибка при настройке факта бюджетного контроля,ТУРБО Закупки,,,
9817,"Скрытие вкладок карточки ""Заявка на обслуживание"" в зависимости от вида работ",СудДеп,,,
9816,Доработка прихода от поставщика,SAP22030_NOKT_01 Нокиан  ,,,
9815,"В отчеты по осенне-зимнему периоду требуется добавить столбец ""Комментарий""",СудДеп,,,
9814,"Вернуть базовую форму справочника страны, регионы",Федеральное Казначейство,,,
9813,ZISU_SELL_BOOK_2013 - Книга продаж 2013  в 09.22 перенос по ККС 8042749 -8059701,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9812,Настроить фильтр по справочник Страны и регионы в отчете Реестр объектов имущества,Федеральное Казначейство,,,
9811,Справочник «Коды причин увольнения», SAP22004_KONS_03 Заработная плата и кадры,,,
9810,"OptiMA. Отчет ""Срочные и плановые РЗ за период""",SAP22030_NOKT_01 Нокиан  ,,,
9809,"OptiMA. Отчет ""Работа сменного персонала за сутки"". Не заполняется поле ""Описание"". Некорректно строится отчет по датам",SAP22030_NOKT_01 Нокиан  ,,,
9808,Ошибка при отправке на согласование карточки ОН,СудДеп,,,
9807,В сравнительном отчете по виду права вывести нули,СудДеп,,,
9806,Отчет по заявкам на обслуживание,СудДеп,,,
9805,Некорректно работает проверка max отклонения суммы ,ТУРБО Закупки,,,
9804,Неверно пересчитываются суммы в развертке запроса предложений,ТУРБО Закупки,,,
9803,"Необходимо изменить дистрибутив программы, для удалению имени food tech с кнопки при установке и работе.",FOOD-TECH Работы по пресейлу ,,,
9802,Сервис исправления регистрационных данных организации,СудДеп,,,
9801,"Требуется исправить работу панели фильтра в справочнике ""Реестр объектов обслуживания"" ",СудДеп,,,
9800,Подстановка данных из ПИ ОО при упразднении суда,СудДеп,,,
9799,"Учет и Финансы - Документ ""Списание СО""", Релизы ТУРБО,,,
9798,Некорректный пересчет сумм в заявке на закупку на примере ЗЗ-2023-0000018,ТУРБО Закупки,,,
9797,"SH-301 АРМ Планирования фронт, доработки",РусАгро - ЗНИ,,,
9796,СМ 7000388148 (2000101824) Сальдо по ККС 48 в  Y_MD1_69000104 - Окно расчетов с потребителями в 10.22,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9795,При выводе отчета на печать не все выводятся значения,СудДеп,,,
9794,Добавить название отчета при экспорте в файл (для сравнительного по виду права),СудДеп,,,
9793,Необходимо поменять значки в меню Закупки,ТУРБО Закупки,,,
9792, СМ 2000101809 и  2000101836 - Y_MD1_69000104 - Окно расчетов с потребителями (юр.лица) - поиск ККС и дата СФ в остатках,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9791,В сравнительном отчете по виду права вернуть уточняющий по отклонениям,СудДеп,,,
9790,Автоматическое обновление стоимости Тарифа в карточке операции,СудДеп,,,
9789,"В панели фильтра картотек модуля ремонтов изменить логику параметра ""Подразделение""",СудДеп,Не установлен иерархический вид по умолчанию,9826,
9788,Изменение панели фильтра в картотеках модуля ремонтов,СудДеп,,,
9787,Не открываются отчеты,ТУРБО Закупки,,,
9786,Отображение единиц измерения в акте выполненных работ,СудДеп,,,
9785,Отчет по позициям плана закупок,ТУРБО Закупки,,,
9784,План закупок - услуги,ТУРБО Закупки,,,
9783,O273_2_OptiMaPurchaseRequestToFusionPS_Заказы на закупку PO,SAP22030_NOKT_01 Нокиан  ,,,
9782,"План закупок, вкладка корректировки",ТУРБО Закупки,,,
9781,Ошибка при выводе отчета на печать,СудДеп,,,
9780,"Ошибка при дублировании заявки на закупку, к которой уже создана карточка согласования",ТУРБО Закупки,,,
9779,Ошибка при отклонении заявки,ТУРБО Закупки,,,
9778,SHLOG-21 АРМ Весовщика комментарий и приложить файл ,РусАгро - ЗНИ,,,
9777,Добавить параметры в отчет по неиспользуемым ОН,СудДеп,,,
9776,"Сделать обязательными поля ""Вид организации"", ""Напр. деятельности""  карточке организации",СудДеп,,,
9775,Уточняющий отчет по отклонениям сравнительного отчета по форме собственности,СудДеп,,,
9774,"Уточняющий отчет по отклонениям сравнительного отчета по ОН, закрепленным за группами судов",СудДеп,,,
9773,Устранение замечаний по мобильному решению,SAP22030_NOKT_01 Нокиан  ,,,
9772,Развернуть внешнею базу данных SQL,SAP22030_NOKT_01 Нокиан  ,,,
9771,Доработки в карточках ОИ и ЕО,Федеральное Казначейство,,,
9770,Блоки в карточке Транспортное средство,Федеральное Казначейство,,,
9769,В правоустанавливающих документах выводить единицы измерения для линейных сооружений из карточки,СудДеп,,,
9768,"Исправить вывод плановых данных в отчете ""Затраты в разрезе контрактов (договоров)""",СудДеп,,,
9767,марка модель авто,Федеральное Казначейство,,,
9766,Классификация договоров,Федеральное Казначейство,,,
9765,Добавить проверку не превышения суммы договора при добавлении договора в заявку (заказ) ТОРО,Федеральное Казначейство,,,
9764,Доработки проекта БК,Федеральное Казначейство,,,
9763,SHTOIR-34 Информирование механизатора о предстоящем ремонте,РусАгро - ЗНИ,,,
9762,SH-301 Прототип интерфейса,РусАгро - ЗНИ,,,
9761,Доработка отчетов,ТУРБО Закупки,,,
9760,Исправить вывод периодов (дат) в печатной форме сравнительного отчета по закрепленным ОН,СудДеп,,,
9759,Доработки по проекту Закупок от разработки,ТУРБО Закупки,,,
9758,SHLOG-21 АРМ Весовщика комментарий и приложить файл,РусАгро - ЗНИ,,,
9757,Исправить вывод периодов (дат) в печатной форме сравнительного отчета по форме собственности,СудДеп,,,
9756,Требуется скрыть на формах поля и вкладки,СудДеп,,,
9755,"Скрыть поля форм ОО, ГРБС и ПБС",СудДеп,,,
9754,доработка алгоритма формирования данных в программе печати и формирования данных РПД по заявке 7000379621 (2000099323),SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
9753,"Разработка решения ""Интеграция с ПО робота стопочного хранения пресс-форм""",SAP22030_NOKT_01 Нокиан  ,Развернуть внешнею базу данных SQL,9772,
9752,Интеграция в части Пресс-формы,SAP22030_NOKT_01 Нокиан  ,"Разработка решения ""Интеграция с ПО робота стопочного хранения пресс-форм"", Разработка решения ""Интеграция с ПО системы управления производством GT.","9753, 9841",
